SectionID,ProcessedHeading,ProcessedContent,What,Why,How,When,Who,References,Contribution,Other
4317,auto stringification,end using markaby tags string tag output add new string back html output means call to_s get string back div title rock bottom span robert wyatt to_s adding strings ruby to_s happens automatically div title rock bottom span robert wyatt interpolation works fine div title rock bottom span robert wyatt operation might perform string div menu gets bits cult inspect map category link_to category end join,0,0,1,0,0,0,0,0
4318,tag method,need force tag time call tag tag followed possible arguments block cssproxy work technique tag select country_list countries country tag option country end end,0,0,1,0,0,0,0,0
4319,note rails helpers,used rails templates rails helper object passed markaby builder call helper methods inside markaby output methods output stream incredibly handy since rails helpers output html tags head javascript_include_tag prototype autodiscovery_link_tag end however methods designed give back string use elsewhere okay every method returns fragment object used string total number_to_human_size file_bytes also see quick tour specifically stuff auto stringification reason trouble fragments call helpers object method get string back nothing output total helpers number_to_human_size file_bytes conversely may call instance variables controller using method value returned nothing output inside imaginary productcontroller def list products product find end inside app views product list mab products product product title end,0,0,1,0,0,0,0,0
4320,credits,markaby work immense hope tim fletcher lucky stiff thankyou giving whirl markaby inspired html library within cgi hopefully turn around take cues,0,1,0,0,1,0,0,0
4321,sinatra,sinatra dsl quickly creating web applications ruby minimal effort myapp require sinatra get hello world end install gem run gem install sinatra ruby rubygems myapp view localhost recommended also run gem install thin sinatra pick available,1,1,1,0,0,0,0,0
4322,routes,sinatra route method paired url matching pattern route associated block get show something end post create something end put replace something end patch modify something end delete annihilate something end options appease something end routes matched order defined first route matches request invoked route patterns may include named parameters accessible via params hash get hello matches get hello foo get hello bar params foo bar hello params end also access named parameters via block parameters get hello hello end route patterns may also include splat wildcard parameters accessible via params splat array get say matches say hello world params splat hello world end get download matches download path file xml params splat path file xml end block parameters get download path ext path ext path file xml end route matching regular expressions get hello hello params captures first end block parameter get hello hello end route patterns may optional parameters get posts format matches get posts extension get posts json get posts xml etc end way unless disable path traversal attack protection see request path might modified matching routes,0,0,1,0,0,0,0,0
4323,conditions,routes may include variety matching conditions user agent get foo agent songbird using songbird version params agent end get foo matches non songbird browsers end available conditions host_name provides get host_name admin admin area access denied end get provides html haml index end get provides rss atom xml builder feed end easily define conditions set probability value condition rand value get win_a_car probability end get win_a_car sorry lost end condition takes multiple values use splat set auth roles notice splat condition unless logged_in roles role current_user in_role role redirect login end end end get account auth user admin account details end get admin auth admin admins allowed end,0,0,1,0,0,0,0,0
4324,return values,return value route block determines least response body passed client least next middleware rack stack commonly string examples values also accepted return object would either valid rack response rack body object status code array three elements status fixnum headers hash response body responds array two elements status fixnum response body responds object responds passes nothing strings given block fixnum representing status code way instance easily implement streaming example class stream def times yield end end get stream new also use stream helper method described reduce boiler plate embed streaming logic route,0,0,1,0,0,0,0,0
4325,custom route matchers,shown sinatra ships built support using string patterns regular expressions route matches however stop easily define matchers class allbutpattern match struct new captures def initialize except except except captures match new end def match str captures unless except str end end def all_but pattern allbutpattern new pattern end get all_but index end note example might engineered also expressed get pass request path_info index end using negative look ahead get index end,0,0,1,0,0,0,0,0
4326,static files,static files served public directory specify different location setting public_folder option set public_folder file dirname static note public directory included url file public css style css made available example css style css use static_cache_control setting see add cache control header info,0,0,1,0,0,0,0,0
4327,views templates,template language exposed via rendering method methods simply return string get erb index end renders views index erb instead template also pass template content directly get code time erb code end templates take second argument options hash get erb index layout post end render views index erb embedded views post erb default views layout erb exists options understood sinatra passed template engine get haml index format html5 end also set options per template language general set haml format html5 get haml index end options passed render method override options set via set available options locals list locals passed document handy partials example erb foo locals foo bar default_encoding string encoding use uncertain defaults settings default_encoding views views folder load templates defaults settings views layout whether use layout symbol specifies template use example erb index layout request xhr content_type content type template produces default depends template language scope scope render template defaults application instance change instance variables helper methods available layout_engine template engine use rendering layout useful languages support layouts otherwise defaults engine used template example set rdoc layout_engine erb templates assumed located directly views directory use different views directory set views settings root templates one important thing remember always reference templates symbols even subdirectory case use subdir template must use symbol otherwise rendering methods render strings passed directly,0,0,1,0,0,0,0,0
4328,available template languages,languages multiple implementations specify implementation use thread safe simply require first require rdiscount require bluecloth get markdown index,0,0,1,0,0,0,0,0
4329,haml templates,dependency haml haml info file extensions haml example haml index format html5,0,0,1,0,0,1,0,0
4330,erb templates,dependency erubis kuwata lab erubis erb included ruby file extensions erb rhtml erubis erubis example erb index,0,0,1,0,0,1,0,0
4331,builder templates,dependency builder builder rubyforge org file extensions builder example builder xml xml also takes block inline templates see example,0,0,1,0,0,1,0,0
4332,nokogiri templates,dependency nokogiri nokogiri org file extensions nokogiri example nokogiri xml xml also takes block inline templates see example,0,0,1,0,0,1,0,0
4333,sass templates,dependency sass sass lang file extensions sass example sass stylesheet style expanded,0,0,1,0,0,1,0,0
4334,scss templates,dependency sass sass lang file extensions scss example scss stylesheet style expanded,0,0,1,0,0,1,0,0
4335,less templates,dependency less lesscss org file extensions less example less stylesheet,0,0,1,0,0,1,0,0
4336,liquid templates,dependency liquid liquidmarkup org file extensions liquid example liquid index locals key value since cannot call ruby methods except yield liquid template almost always want pass locals,0,0,1,0,0,1,0,0
4337,markdown templates,dependency rdiscount github rtomayko rdiscount redcarpet github tanoku redcarpet bluecloth deveiate org projects bluecloth kramdown kramdown rubyforge org maruku maruku rubyforge org file extensions markdown mkd example markdown index layout_engine erb possible call methods markdown pass locals therefore usually use combination another rendering engine erb overview locals text markdown introduction note may also call markdown method within templates hello haml markdown greetings since cannot call ruby markdown cannot use layouts written markdown however possible use another rendering engine template layout passing layout_engine option,0,0,1,0,0,1,0,0
4338,textile templates,dependency redcloth redcloth org file extensions textile example textile index layout_engine erb possible call methods textile pass locals therefore usually use combination another rendering engine erb overview locals text textile introduction note may also call textile method within templates hello haml textile greetings since cannot call ruby textile cannot use layouts written textile however possible use another rendering engine template layout passing layout_engine option,0,0,1,0,0,1,0,0
4339,rdoc templates,dependency rdoc rdoc rubyforge org file extensions rdoc example rdoc readme layout_engine erb possible call methods rdoc pass locals therefore usually use combination another rendering engine erb overview locals text rdoc introduction note may also call rdoc method within templates hello haml rdoc greetings since cannot call ruby rdoc cannot use layouts written rdoc however possible use another rendering engine template layout passing layout_engine option,0,0,1,0,0,1,0,0
4340,radius templates,dependency radius radius rubyforge org file extensions radius example radius index locals key value since cannot call ruby methods directly radius template almost always want pass locals,0,0,1,0,0,1,0,0
4341,markaby templates,dependency markaby markaby github file extensions mab example markaby welcome also takes block inline templates see example,0,0,1,0,0,1,0,0
4342,slim templates,dependency slim slim lang file extensions slim example slim index,0,0,1,0,0,1,0,0
4343,creole templates,dependency creole github minad creole file extensions creole example creole wiki layout_engine erb possible call methods creole pass locals therefore usually use combination another rendering engine erb overview locals text creole introduction note may also call creole method within templates hello haml creole greetings since cannot call ruby creole cannot use layouts written creole however possible use another rendering engine template layout passing layout_engine option,0,0,1,0,0,1,0,0
4344,coffeescript templates,dependency coffee script github josh ruby coffee script way execute javascript github sstephenson execjs blob master readme readme file extensions coffee example coffee index,0,0,1,0,0,1,0,0
4345,yajl templates,dependency yajl ruby github brianmario yajl ruby file extensions yajl example yajl index locals key qux callback present variable resource template source evaluated ruby string resulting json variable converted to_json json foo bar json baz key callback variable options used decorate rendered object var resource foo bar baz qux present resource,0,0,1,0,0,1,0,0
4346,wlang templates,dependency wlang github blambeau wlang file extensions wlang example wlang index locals key value since calling ruby methods idiomatic wlang almost always want pass locals layouts written wlang yield supported though,0,0,1,0,0,1,0,0
4347,embedded templates,get haml div title hello world end renders embedded template string,0,0,1,0,0,0,0,0
4348,accessing variables templates,templates evaluated within context route handlers instance variables set route handlers directly accessible templates get foo foo find params haml foo end specify explicit hash local variables get foo foo find params haml bar locals bar foo end typically used rendering templates partials within templates,0,0,1,0,0,0,0,0
4349,inline templates,templates may defined end source file require sinatra get haml index end layout html yield index div title hello world note inline templates defined source file requires sinatra automatically loaded call enable inline_templates explicitly inline templates source files,0,0,1,0,0,0,0,0
4350,named templates,templates may also defined using top level template method template layout html yield end template index div title hello world end get haml index end template named layout exists used time template rendered individually disable layouts passing layout disable default via set haml layout get haml index layout request xhr end,0,0,1,0,0,0,0,0
4351,associating file extensions,associate file extension template engine use tilt register instance like use file extension textile templates following tilt register tilt textile,0,0,1,0,0,0,0,0
4352,adding template engine,first register engine tilt create rendering method tilt register myat myawesometemplateengine helpers def myat args render myat args end end get myat index end renders views index myat see github rtomayko tilt learn tilt,0,0,1,0,0,1,0,0
4353,filters,filters evaluated request within context routes modify request response instance variables set filters accessible routes templates note request path_info foo bar baz end get foo note params splat bar baz end filters evaluated request within context also modify request response instance variables set filters routes accessible filters puts response status end note unless use body method rather returning string routes body yet available filter since generated later filters optionally take pattern causing evaluated request path matches pattern protected authenticate end create slug slug session last_slug slug end like routes filters also take conditions agent songbird end blog host_name example end,0,0,1,0,0,0,0,0
4354,helpers,use top level helpers method define helper methods use route handlers templates helpers def bar bar end end get bar params end alternatively helper methods separately defined module module fooutils def foo foo end end module barutils def bar bar end end helpers fooutils barutils effect including modules application class,0,0,1,0,0,0,0,0
4355,using sessions,session used keep state requests activated one session hash per user session enable sessions get value session value inspect end get value session value params value end note enable sessions actually stores data cookie might always want storing lots data increase traffic instance use rack session middleware order call enable sessions instead pull middleware choice would middleware use rack session pool expire_after get value session value inspect end get value session value params value end improve security session data cookie signed session secret random secret generate sinatra however since secret change every start application might want set secret application instances share set session_secret super secret want configure may also store hash options sessions setting set sessions domain foo,0,0,1,0,0,0,0,0
4356,halting,immediately stop request within filter route use halt also specify status halting halt body halt body halt away headers halt content type text plain revenge course possible combine template halt halt erb error,0,0,1,0,0,0,0,0
4357,passing,route punt processing next matching route using pass get guess pass unless params frank got end get guess missed end route block immediately exited control continues next matching route matching route found returned,0,0,1,0,0,0,0,0
4358,triggering another route,sometimes pass want instead would like get result calling another route simply use call achieve get foo status headers body call env merge path_info bar status headers body map upcase end get bar bar end note example would ease testing increase performance simply moving bar helper used foo bar want request sent application instance rather duplicate use call instead call check rack specification want learn call,0,0,1,0,0,0,0,0
4359,setting body status code headers,possible recommended set status code response body return value route block however scenarios might want set body arbitrary point execution flow body helper method use method access body get foo body bar end puts body end also possible pass block body executed rack handler used implement streaming see return values similar body also set status code headers get foo status headers allow brew post get propfind refresh refresh ietf org rfc rfc2324 txt body tea pot end like body headers status arguments used access current values,0,0,1,0,0,0,0,0
4360,streaming responses,sometimes want start sending data still generating parts response body extreme examples want keep sending data client closes connection use stream helper avoid creating wrapper get stream gonna legen sleep wait sleep dary end end allows implement streaming apis server sent events dev org html5 eventsource used basis websockets wikipedia org wiki websocket also used increase throughput content depends slow resource note streaming behavior especially number concurrent request highly depends web server used serve application servers like webrick might even support streaming server support streaming body sent block passed stream finished executing streaming work shotgun optional parameter set keep_open call close stream object allowing close later point execution flow works evented servers like thin rainbows servers still close stream set server thin connections get keep stream open stream keep_open connections end post write open streams connections params message message sent end,0,0,1,0,0,1,0,0
4361,logging,request scope logger helper exposes logger instance get logger info loading data end logger automatically take rack handler logging settings account logging disabled method return dummy object worry routes filters note logging enabled sinatra application default inherit sinatra base probably want enable class myapp sinatra base configure production development enable logging end end avoid logging middleware set set logging setting nil however keep mind logger case return nil common use case want set logger sinatra use whatever find env rack logger,0,0,1,0,0,0,0,0
4362,mime types,using send_file static files may mime types sinatra understand use mime_type register file extension configure mime_type foo text foo end also use content_type helper get content_type foo foo foo foo end,0,0,1,0,0,0,0,0
4363,generating urls,generating urls use url helper method instance haml href url foo foo takes reverse proxies rack routers account present method also aliased see example,0,0,1,0,0,0,0,0
4364,browser redirect,trigger browser redirect redirect helper method get foo redirect bar end additional parameters handled like arguments passed halt redirect bar redirect google wrong place buddy also easily redirect back page user came redirect back get foo href bar something end get bar do_something redirect back end pass arguments redirect either add query redirect bar sum use session enable sessions get foo session secret foo redirect bar end get bar session secret end,0,0,1,0,0,0,0,0
4365,cache control,setting headers correctly foundation proper caching easily set cache control header like get cache_control public cache end pro tip set caching filter cache_control public must_revalidate max_age end using expires helper set corresponding header cache control set automatically expires public must_revalidate end properly use caches consider using etag last_modified recommended call helpers heavy lifting immediately flush response client already current version cache get article article article find params last_modified article updated_at etag article sha1 erb article end also possible use weak etag wikipedia org wiki http_etag strong_and_weak_validation etag article sha1 weak helpers caching rather feed necessary information cache looking quick reverse proxy caching solution try rack cache rtomayko github rack cache require rack cache require sinatra use rack cache get cache_control public max_age sleep hello end use static_cache_control setting see add cache control header info static files according rfc application behave differently match match header set depending whether resource requested already existence sinatra assumes resources safe like get idempotent like put requests already existence whereas resources instance post requests treated new resources change behavior passing new_resource option get create etag new_resource article create erb new_article end still want use weak etag pass kind option etag new_resource kind weak,0,0,1,0,0,1,0,0
4366,sending files,sending files use send_file helper method get send_file foo png end also takes couple options send_file foo png type jpg options filename file response defaults real file last_modified value last modified header defaults file mtime type content type use guessed file extension missing disposition used content disposition possible values nil default attachment inline length content length header defaults file size status status code send useful sending static file error page supported rack handler means streaming ruby process used use helper method sinatra automatically handle range requests,0,0,1,0,0,0,0,0
4367,accessing request object,incoming request object accessed request level filter routes error handlers request method app running example example get foo text css text html application javascript request accept text html request accept text xml request preferred_type text html request body request body sent client see request scheme request script_name example request path_info foo request port request request_method get request query_string request content_length length request body request media_type media type request body request host example request get similar methods verbs request form_data request some_header value some_header header request referrer referrer client request user_agent user agent used agent condition request cookies hash browser cookies request xhr ajax request request url example example foo request path example foo request client address request secure would ssl request forwarded running behind reverse proxy request env raw env hash handed rack end options like script_name path_info also written request path_info get requests end end request body stringio object post api request body rewind case someone already read data json parse request body read hello data end,0,0,1,0,0,0,0,0
4368,attachments,use attachment helper tell browser response stored disk rather displayed browser get attachment store end also pass file get attachment info txt store end,0,0,1,0,0,0,0,0
4369,dealing date time,sinatra offers time_for helper method given value generates time object also able convert datetime date similar classes get pass time time_for dec still time end method used internally expires last_modified akin therefore easily extend behavior methods overriding time_for application helpers def time_for value case value yesterday time tomorrow time super end end end get last_modified yesterday expires tomorrow hello end,0,0,1,0,0,0,0,0
4370,looking template files,find_template helper used find template files rendering find_template settings views foo tilt haml file puts could file end really useful useful actually override method hook lookup mechanism instance want able use one view directory set views views templates helpers def find_template views engine block array views super engine block end end another example would using different directories different engines set views sass views sass haml templates default views helpers def find_template views engine block folder views detect engine tilt folder views default super folder engine block end end also easily wrap extension share others note find_template check file really exists rather calls given block possible paths performance issue since render use break soon file found also template locations content cached running development mode keep mind write really crazy method,0,1,1,0,0,0,0,0
4371,configuration,run startup environment configure setting one option set option value setting multiple options set set option enable option set option disable option also dynamic settings blocks set css_dir file join views css end run environment rack_env environment variable set production configure production end run environment set either production test configure production test end access options via settings configure set foo bar end get settings foo settings foo bar end,0,0,1,0,0,0,0,0
4372,configuring attack protection,sinatra using rack protection github rkh rack protection readme defend application common opportunistic attacks easily disable behavior open application tons common vulnerabilities disable protection skip single defense layer set protection options hash set protection except path_traversal also hand array order disable list protections set protection except path_traversal session_hijacking,0,0,1,0,0,1,0,0
4373,available settings,absolute_redirects disabled sinatra allow relative redirects however sinatra longer conform rfc allows absolute redirects enable app running behind reverse proxy set properly note url helper still produce absolute urls unless pass second parameter disabled per default add_charsets mime types content_type helper automatically add charset info add rather overriding option settings add_charsets application foobar app_file path main application file used detect project root views public folder inline templates bind address bind default used built server default_encoding encoding assume unknown defaults utf dump_errors display errors log environment current environment defaults env rack_env development available logging use logger lock places lock around every request running processing request per ruby process concurrently enabled app thread safe disabled per default method_override use magic allow put delete forms browsers support port port listen used built server prefixed_redirects whether insert request script_name redirects absolute path given way redirect foo would behave like redirect foo disabled per default protection whether enable web attack protections see protection section public_dir alias public_folder see public_folder path folder public files served used static file serving enabled see static setting inferred app_file setting set reload_templates whether reload templates requests enabled development mode root path project root folder inferred app_file setting set raise_errors raise exceptions stop application enabled default environment set test disabled otherwise run enabled sinatra handle starting web server enable using rackup means running built server running change setting server server list servers use built server defaults thin mongrel webrick order indicates priority sessions enable cookie based sessions support using rack session cookie see using sessions section information show_exceptions show stack trace browser exception happens enabled default environment set development disabled otherwise static whether sinatra handle serving static files disable using server able disabling boost performance enabled per default classic style disabled modular apps static_cache_control sinatra serving static files set add cache control headers responses uses cache_control helper disabled default use explicit array setting multiple values set static_cache_control public max_age threaded set tell thin use eventmachine defer processing request views path views folder inferred app_file setting set,0,0,1,0,0,0,0,0
4374,environments,three predefined environments development production test environments set rack_env environment variable default value development mode templates reloaded requests special not_found error handlers installed environment see stack trace browser production test templates cached default run different environments use option ruby my_app environment use predefined methods development test production check enviroment currently set,0,0,1,0,0,0,0,0
4375,error handling,error handlers run within context routes filters means get goodies offer like haml erb halt etc,0,0,1,0,0,0,0,0
4376,found,sinatra notfound exception raised response status code not_found handler invoked not_found nowhere found end,0,0,1,0,0,0,0,0
4377,error,error handler invoked time exception raised route block filter exception object obtained sinatra error rack variable error sorry nasty error env sinatra error end custom errors error mycustomerror happened env sinatra error message end happens get raise mycustomerror something bad end get happened something bad alternatively install error handler status code error access forbidden end get secret end range error boom end sinatra installs special not_found error handlers running development environment,0,0,1,0,0,0,0,0
4378,rack middleware,sinatra rides rack rack rubyforge org minimal standard interface ruby web frameworks one rack interesting capabilities application developers support middleware components sit server application monitoring manipulating request response provide various types common functionality sinatra makes building rack middleware pipelines cinch via top level use method require sinatra require my_custom_middleware use rack lint use mycustommiddleware get hello hello world end semantics use identical defined rack builder rack rubyforge org doc classes rack builder html dsl frequently used rackup files example use method accepts multiple variable args well blocks use rack auth basic username password username admin password secret end rack distributed variety standard middleware logging debugging url routing authentication session handling sinatra uses many components automatically based configuration typically use explicitly find useful middleware rack github rack rack tree master lib rack rack contrib github rack rack contrib readme coderack coderack org rack wiki github rack rack wiki list middleware,0,1,1,0,0,1,0,0
4379,testing,sinatra tests written using rack based testing library framework rack test rdoc info github brynary rack test master frames recommended require my_sinatra_app require test unit require rack test class myapptest test unit testcase include rack test methods def app sinatra application end def test_my_default get assert_equal hello world last_response body end def test_with_params get meet frank assert_equal hello frank last_response body end def test_with_rack_env get http_user_agent songbird assert_equal using songbird last_response body end end,0,0,1,0,0,1,0,0
4380,sinatra base middleware libraries modular apps,defining app top level works well micro apps considerable drawbacks building reusable components rack middleware rails metal simple libraries server component even sinatra extensions top level assumes micro app style configuration single application file public views directories logging exception detail page etc sinatra base comes play require sinatra base class myapp sinatra base set sessions set foo bar get hello world end end methods available sinatra base subclasses exactly available via top level dsl top level apps converted sinatra base components two modifications file require sinatra base instead sinatra otherwise sinatra dsl methods imported main namespace put app routes error handlers filters options subclass sinatra base sinatra base blank slate options disabled default including built server see options configuration sinatra github configuration html details available options behavior,0,0,1,0,0,0,0,0
4381,modular classic style,contrary common belief nothing wrong classic style suits application switch modular application main downsides using classic style rather modular style may one sinatra application per ruby process plan use one switch modular style reason cannot mix modular classic style switching one style aware slightly different default settings setting classic modular app_file file loading sinatra file subclassing sinatra base run app_file logging method_override inline_templates static,0,0,1,0,0,0,0,0
4382,serving modular application,two common options starting modular app actively starting run my_app require sinatra base class myapp sinatra base app code start server ruby file executed directly run app_file end start ruby my_app config allows using rack handler config require my_app run myapp run rackup using classic style application config write app file app require sinatra get hello world end corresponding config require app run sinatra application,0,0,1,0,0,0,0,0
4383,use config,good signs probably want use config want deploy different rack handler passenger unicorn heroku want use one subclass sinatra base want use sinatra middleware endpoint need switch config switched modular style use modular style running config,0,0,1,0,0,0,0,0
4384,using sinatra middleware,sinatra able use rack middleware sinatra application turn added front rack endpoint middleware endpoint could another sinatra application rack based application rails ramaze camping require sinatra base class loginscreen sinatra base enable sessions get login haml login post login params admin params password admin session user_name params redirect login end end end class myapp sinatra base middleware run filters use loginscreen unless session user_name halt access denied please href login login end end get hello session user_name end,0,0,1,0,0,0,0,0
4385,dynamic application creation,sometimes want create new applications runtime without assign constant sinatra new require sinatra base my_app sinatra new get my_app run takes application inherit optional argument config require sinatra base controller sinatra new enable logging helpers myhelpers end map run sinatra new controller get end map run sinatra new controller get end especially useful testing sinatra extensions using sinatra library also makes using sinatra middleware extremely easy require sinatra base use sinatra get end run railsproject application,0,0,1,0,0,0,0,0
4386,scopes binding,scope currently determines methods variables available,0,0,1,0,0,0,0,0
4387,application class scope,every sinatra application corresponds subclass sinatra base using top level dsl require sinatra class sinatra application otherwise subclass created explicitly class level methods like get cannot access request object session single application class requests options created via set methods class level class myapp sinatra base hey application scope set foo foo get foo hey longer application scope end end application scope binding inside application class body methods defined extensions block passed helpers procs blocks used value set block passed sinatra new reach scope object class like via object passed configure blocks configure settings within request scope,0,0,1,0,0,0,0,0
4388,request instance scope,every incoming request new instance application class created handler blocks run scope within scope access request session object call rendering methods like erb haml access application scope within request scope via settings helper class myapp sinatra base hey application scope get define_route request scope define_route value settings get params request scope params value nil request end route defined end end request scope binding inside get head post put delete options blocks filters helper methods templates views,0,0,1,0,0,0,0,0
4389,delegation scope,delegation scope forwards methods class scope however behave like class scope class binding methods explicitly marked delegation available share variables state class scope read different self explicitly add method delegations calling sinatra delegator delegate method_name delegate scope binding inside top level binding require sinatra object extended sinatra delegator mixin look code sinatra delegator mixin github sinatra sinatra blob ca06364 lib sinatra base l1609 extending main object github sinatra sinatra blob ca06364 lib sinatra main l28,0,0,1,0,0,1,0,0
4390,command line,sinatra applications run directly ruby myapp environment port host handler options help set port default set host default set environment default development specify rack server handler default thin turn mutex lock default,0,0,1,0,0,0,0,0
4391,requirement,following ruby versions officially supported ruby fully supported however nothing keeping recommend upgrading switching jruby rubinius support dropped sinatra ruby except maybe unlikely event released even might continue supporting ruby longer supported want run downgrade sinatra receive bug fixes sinatra released ruby fully supported recommended use known cause segmentation faults running sinatra support continue least release ruby support latest release continue long still supported ruby core team ruby fully supported recommended please note switching earlier version invalidate sessions rubinius rubinius officially supported rubinius everything including template languages works upcoming release supported well including mode jruby jruby officially supported jruby issues third party template libraries known however choose use jruby please look jruby rack handlers thin web server fully supported jruby jruby support extensions still experimental affects rdiscount redcarpet redcloth yajl templates well thin mongrel moment also keep eye upcoming ruby versions following ruby implementations officially supported still known run sinatra older versions jruby rubinius ruby enterprise edition macruby maglev ironruby ruby recommend using officially supported means things break supported platform assume issue also run ruby head upcoming branch guarantee anything since constantly moving expect supported sinatra work operating system supported chosen ruby implementation able run sinatra cardinal smallruby blueruby ruby version prior time,0,0,1,0,0,0,0,0
4392,bleeding edge,would like use sinatra latest bleeding code feel free run application master branch rather stable also push prerelease gems time time gem install sinatra pre get latest features,0,0,1,0,0,0,0,0
4393,bundler,want run application latest sinatra using bundler gembundler recommended way first install bundler gem install bundler project directory create gemfile source rubygems gem sinatra git git github sinatra sinatra git dependencies gem haml instance use haml gem activerecord maybe also need activerecord note list applications dependencies sinatra direct dependencies rack tilt however automatically fetched added bundler run app like bundle exec ruby myapp,0,0,1,0,0,1,0,0
4394,roll,create local clone run app sinatra lib directory load_path myapp git clone git github sinatra sinatra git ruby isinatra lib myapp update sinatra sources future myapp sinatra git pull,0,0,1,0,0,0,0,0
4395,install globally,build gem git clone git github sinatra sinatra git sinatra rake sinatra gemspec rake install install gems root last step sudo rake install,0,0,1,0,0,0,0,0
4396,versioning,sinatra follows semantic versioning semver org semver semvertag,0,0,0,0,1,0,0,0
4397,reading,project website sinatrarb additional documentation news links resources contributing sinatrarb contributing find bug need help patch issue tracker github sinatra sinatra issues twitter twitter sinatra mailing list groups google group sinatrarb topics irc sinatra irc chat freenode net sinatra freenode net sinatra book sinatra book gittr cookbook tutorial sinatra recipes recipes sinatrarb community contributed recipes api documentation latest release rubydoc info gems sinatra current head rubydoc info github sinatra sinatra rubydoc info server rkh view sinatra,0,0,0,0,1,1,1,0
4398,lazyrecord,proof concept lazy loading activerecord inspired kickers ambition buzz lazy_find first activerecord lazy promise computation proc sql query run method called promise to_s buzz load select buzz limit inaugural buzz use lazy_record class method make default certain class class buzz activerecord base lazy_record end buzz find first activerecord lazy promise computation proc sql query run method called promise to_s buzz load select buzz limit inaugural buzz,1,0,1,0,0,0,0,0
4399,might want use,say got kick ass cache_fu going views huge blocks html cached ttl mins hit controller still fires spensive queries fetch tag cloud lazy loading queries run absolutely necessary giving rest til cache expires boosting reqs sec,0,1,0,0,0,0,0,0
4400,might want use,buzz lazy_find activerecord lazy promise computation proc puts booleans screwed booleans screwed promise code moonbase rydia net software lazy,0,0,1,0,0,1,0,0
4401,contact,jesse newland jnewland gmail,0,0,0,0,1,0,0,0
4402,mofo ruby microformat parser engine dsl helper toy,ruby microformat parser engine dsl helper toy,1,0,0,0,0,0,0,0
4403,first word,hpricot still great seems destined deprecation nokogiri try prism microformatic needs github mwunsch prism,0,0,0,0,0,1,0,0
4404,get started immediately,irb rubygems require mofo fireball hcard find flickr people gruber hcard fireball nickname gruber fireball url daringfireball net fireball family_name gruber fireball title raconteur fireball adr locality philadelphia fireball logo static flickr buddyicons n00 jpg,0,0,1,0,0,0,0,0
4405,grab,git clone git github defunkt mofo git open github defunkt mofo,0,0,1,0,0,0,0,0
4406,microwhozit,microformats tiny little markup definitions built top usually html xhtml blog recent posts blog index page atom feed recent posts blog atom feed see going hatom microformat uformat embedded existing html setting css classes semantic meaning inside posts class signify post contained within div class signify contents post title class signify contents span blog post author etc use microformat parser like say mofo extract information would atom feed hell even convert hatom atom insta feed extra code required already work see microformats everywhere need set free check div class post megadeth show last night span class subtitle posted chris june span div class content went show last night megadeth alright div div right normal post marked hatom div class post hentry class entry title megadeth show last night span class subtitle posted span class author vcard chris span abbr class updated title june abbr span div class content entry content went show last night megadeth alright div div add hentry entry title entry content classes existing containers went ahead wrapped date abbr tag giving title microformat standard way finally put div around chris signifying author field hentry making valid hcard including vcard classes really hard mess maybe sure got close even use reference practice parse tho irb rubygems require mofo post hentry find milesofstyle org posts megadeth show last night html hentry post entry_title megadeth show last night post properties entry_content updated author entry_title post updated sun jun utc post updated class time post author hcard properties chris post author chris post entry_content went show last night megadeth alright like stupid easy hentry find gets back one hentry get array,0,1,1,0,0,0,0,0
4407,mofo find,everything revolves around find method sound familiar yeah microformat find valid url microformat find path existing file microformat find text microformat text also find told explicitly find returning array failure find first returning nil failure microformat find existing file array microformat objects microformat find first existing file microformat object microformat find existing file either array objects one object first outside text microformat find text mfin text microformats take specific options,0,0,1,0,0,0,0,0
4408,microformats,currently implemented microformats along site use today want better faster stat formats hcard flickr profiles hcalendar upcoming org hreview cork reviews hentry err blog posts hresume linkedin xoxo chowhound geo upcoming org adr upcoming org xfn linkedin patterns rel tag rel bookmark include pattern,0,0,1,0,0,0,0,0
4409,ruby rails,mofo doubles rails plugin drop vendor plugins good available microformat parsers loaded application mofo classes yaml marshal approved means cache drb memcached store session,0,0,1,0,0,0,0,0
4410,info,microformats org homepage check microformats org wiki wiki check blog labnotes org category microformats assaf arkin knows mfin stuff allinthehead drew mcclellan microformat wizard mofo rubyforge org mofo,0,0,0,0,0,1,0,0
4411,parsers,scrapi rubyforge org projects scrapi uformats rubyforge org projects uformats,0,0,0,0,0,1,0,0
4412,contributors,steve ivy olle jonsson christian carter grant rodgers denis defreyne andrew turner mark murphy,0,0,0,0,1,0,1,0
4413,author,chris wanstrath chris ozmm dot org,0,0,0,0,1,0,0,0
